CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada;NOME_PULITO;GENERE;PERSONA_ID
3881;24770;VIA GIUSEPPE GABUSSI;12;Navile;VIA FILIPPO BENIZZI;VIA LUCIANO MANARA;11106;11107;1991-10-21;139.0;2;;10;A;3;;3;A;44.53617495653894, 11.358344438442197;"{""coordinates"": [[11.358054516421463, 44.53558427226955], [11.358634360462931, 44.53676564080834]], ""type"": ""LineString""}";759773;GIUSEPPE GABUSSI;Male;51e0df463b8a5983f8954f4deb893725
3721;19180;VIA GABRIELE D'ANNUNZIO;14;San Donato - San Vitale;VIA ALFREDO PANZINI;VIA ITALO SVEVO;10890;10893;1991-10-21;227.0;2;;10;;1;;19;A;44.50997985223634, 11.394381019486916;"{""coordinates"": [[11.393015693481093, 44.5097969416874], [11.393334806638396, 44.50986820458103], [11.393863182303523, 44.50997487859631], [11.394833644941386, 44.51009084843687], [11.395037499150114, 44.510098958971824], [11.395135095960518, 44.51008744951443], [11.395215679549096, 44.51006633113271], [11.395718379531765, 44.50983927932423]], ""type"": ""LineString""}";759618;GABRIELE D'ANNUNZIO;Male;90cdf492502f557007ee051e8f9419f4
9735;5640;ROTONDA BATTAGLIA DI CASTELDEBOLE;11;Borgo Panigale - Reno;VIALE PALMIRO TOGLIATTI;VIA DELLA PIETRA;17138;17136;2005-05-17;47.0;;;;;;;;;44.50724501780099, 11.283550529476395;"{""coordinates"": [[11.283588819114735, 44.50703928793615], [11.283599644174293, 44.507062307035845], [11.283607099697885, 44.50707990196886], [11.283612473076852, 44.50710184178385], [11.283615457970022, 44.50712060645681], [11.283617877688473, 44.507144225820724], [11.283617095843224, 44.50716253469262], [11.283614282175876, 44.50718679890114], [11.283607512356612, 44.50720575870977], [11.283602175524484, 44.507223078391384], [11.283593834334846, 44.507240458172255], [11.283581169372791, 44.50726276783038], [11.283566191025473, 44.50728350330033], [11.283550324124574, 44.507300493466545], [11.28353660262685, 44.50731475794753], [11.283522721320628, 44.50732525354491], [11.2835066657022, 44.507337413097524], [11.283489876575949, 44.507350118472246], [11.283466345570059, 44.50736349885695], [11.283450172297167, 44.50737296898527], [11.283430902166563, 44.50737980928709], [11.283416111207414, 44.50738601983639], [11.283393114682843, 44.507394726181445]], ""type"": ""LineString""}";760469;BATTAGLIA DI CASTELDEBOLE;Toponimo;112d5f3ad45244e9dceb2cd068fa35dd
10168;30160;PIAZZA RENZO IMBENI;14;San Donato - San Vitale;VIALE ALDO MORO;PIAZZA RENZO IMBENI;16625;17302;2007-03-05;235.0;;;;;;;;;44.508774097534406, 11.363591079707604;"{""coordinates"": [[11.362290901503068, 44.50925014658051], [11.362615104390018, 44.50908634225015], [11.363006778375215, 44.508929449691394], [11.36434260834054, 44.50857858841278], [11.36487733721491, 44.508273902099525]], ""type"": ""LineString""}";760524;RENZO IMBENI;Male;af6eaec36ae6a28a34b6b75f67d25284
3732;46430;VIA LUIGI PIRANDELLO;14;San Donato - San Vitale;VIA ALFREDO PANZINI;VIA ITALO SVEVO;10879;10887;1991-10-21;290.0;;;;;21;;45;;44.51067287699923, 11.394192488587557;"{""coordinates"": [[11.392458345676735, 44.51098975100374], [11.392626906106289, 44.51097403758059], [11.392886937997838, 44.51094404595042], [11.393307444963122, 44.51090122757893], [11.393381005422365, 44.510889827462194], [11.394140244128925, 44.51071276022232], [11.394929531295588, 44.5105288637366], [11.395272378508277, 44.51044109720818], [11.39540065562546, 44.51040121586071], [11.395697582558949, 44.51024934118094], [11.395876123726387, 44.51016811793544]], ""type"": ""LineString""}";759933;LUIGI PIRANDELLO;Male;bf6b3731cbec596eed24601a6275ee07
4338;37500;VIALE MASSIMO MELICONI;15;Santo Stefano;VIALE STENIO POLISCHI;VIALE LIBERO LOSSANTI;5937;5938;1992-01-10;416.0;;;;;1;;1;A;44.48430555139351, 11.352984891918863;"{""coordinates"": [[11.350485979015355, 44.484448741537484], [11.35067034312089, 44.484452705477146], [11.35091142560126, 44.48448240982293], [11.351168986602097, 44.48452004764643], [11.351396181498714, 44.484548380523464], [11.351940065214825, 44.484593316236506], [11.352129454275756, 44.484599325906366], [11.352362512017965, 44.48460112243563], [11.352468336939546, 44.48459399022836], [11.352546493247015, 44.484587419134385], [11.352598961582508, 44.48457312201315], [11.352672187691, 44.484558406061254], [11.352749759605077, 44.484536992588026], [11.35289974825305, 44.48448105592856], [11.353255356603054, 44.484318493918906], [11.353585420435872, 44.48415150604125], [11.353766678415123, 44.48407015739017], [11.353955854799576, 44.48401341131007], [11.35413205975281, 44.48397839461094], [11.354380372686622, 44.48395841022582], [11.354597415093316, 44.48396384545438], [11.355103765318594, 44.483993020497934], [11.35522590862106, 44.48399050049445], [11.35535484189338, 44.48398452730592], [11.355472637484285, 44.48398146656349]], ""type"": ""LineString""}";760001;MASSIMO MELICONI;Male;daed531bccf2eeb30f1cb9aa949ccfc6
3879;6930;VIA FILIPPO BENIZZI;12;Navile;VIA GIUSEPPE GABUSSI;VIA STENDHAL;11101;11106;1991-10-21;103.0;4;;6;;7;;11;B;44.53574067130488, 11.357446943462506;"{""coordinates"": [[11.356839370503549, 44.5358970703402], [11.358054516421463, 44.53558427226955]], ""type"": ""LineString""}";759548;FILIPPO BENIZZI;Male;19a85ef6160e696fb2b6dfb41abd9f86
216;23350;VIA PROSPERO FONTANA;13;Porto - Saragozza;VIA PORRETTANA;VIA PROSPERO FONTANA;16164;4582;1991-10-21;107.0;8;;18;;1;;9;;44.49074589215536, 11.303061748301975;"{""coordinates"": [[11.302886757668407, 44.491212313420185], [11.30323673893554, 44.49027947089053]], ""type"": ""LineString""}";760185;PROSPERO FONTANA;Male;a51c0c6da2dd03bb8ee2991c65bc368c
4140;23600;VIA DEL FORTE;15;Santo Stefano;VIA DEI COLLI;VIA DELLE LASTRE;4202;4171;1991-10-21;1326.0;2;;2;;1;;1;;44.451922615528154, 11.319384688933033;"{""coordinates"": [[11.317363701590024, 44.45392084479544], [11.317379722526455, 44.453889604503914], [11.317433955277663, 44.45387049829221], [11.317503590865334, 44.45385980292334], [11.317581160337943, 44.45386474607715], [11.3177459073321, 44.45388747297868], [11.317869584327001, 44.45390778358677], [11.317972557955247, 44.45392199653293], [11.318043037795295, 44.453920565415224], [11.31809210494166, 44.45389511789052], [11.318108678231345, 44.45385402639376], [11.318090897076209, 44.45380712359383], [11.31805075836962, 44.45377044264514], [11.318011458155112, 44.453754945876724], [11.317942143269853, 44.453728643190324], [11.317775914320814, 44.453668459660754], [11.317691074334638, 44.4536522488999], [11.317579021288871, 44.453638220025475], [11.317505998372768, 44.45363318457049], [11.317371588815742, 44.45362940422234], [11.317289215730515, 44.45361804052181], [11.317263296537991, 44.45359574495696], [11.317257976895297, 44.45357629019883], [11.317261427659748, 44.45354851002116], [11.317283269230085, 44.453525244964496], [11.317319283237879, 44.45349454411619], [11.317376381200406, 44.45346304614986], [11.317432822139532, 44.453433686116085], [11.317514019025875, 44.45339595517715], [11.317590683987662, 44.453363762784456], [11.317644642405359, 44.45333900838178], [11.317708605818972, 44.45331712072629], [11.31778212397107, 44.453301331888746], [11.317847627913395, 44.453299317718866], [11.317901285724028, 44.45331048083722], [11.317994774114231, 44.45331879156854], [11.318052506394752, 44.4533366778799], [11.318085614556159, 44.45333260259091], [11.318086460972147, 44.45330603661238], [11.318060989404382, 44.453262981048596], [11.318023401055804, 44.45322562711759], [11.317849530650152, 44.453107297741774], [11.317811849217598, 44.453091723021736], [11.317741678430307, 44.45307203652494], [11.317584850329805, 44.45304799650827], [11.317380175774236, 44.453039898955275], [11.317285046124955, 44.45303774283207], [11.317142594596435, 44.453016822377364], [11.317102143031036, 44.45300333824705], [11.317088924520652, 44.45298182915533], [11.317085170972355, 44.45295875054542], [11.317087255824276, 44.452939649634274], [11.317098940497347, 44.4529223884696], [11.317121922794147, 44.45290286339269], [11.317172135409352, 44.45287461119361], [11.31722265821301, 44.4528545180729], [11.317297803209694, 44.45283189052658], [11.31737699540833, 44.45281530257045], [11.317446896438645, 44.45280435877578], [11.317530231120998, 44.45279653621682], [11.317707781767716, 44.45279224739582], [11.318020453094663, 44.452791336489696], [11.318292553575517, 44.45279806363989], [11.318346800932204, 44.4527996807788], [11.318378577240395, 44.452786098653824], [11.318390195529208, 44.452767488308545], [11.318391122281572, 44.45274295529139], [11.318359815218633, 44.45272044529831], [11.318300644665028, 44.452714156744776], [11.318185868655936, 44.452696069553255], [11.318100219139739, 44.45266921640336], [11.318018146978776, 44.452636843950344], [11.317951189870046, 44.45260212093041], [11.317847413185294, 44.45254977106445], [11.317702754637537, 44.45247305272313], [11.317594042651502, 44.45241603142392], [11.317515480545664, 44.452376106150666], [11.31742874257595, 44.452322041595025], [11.317386623135745, 44.452290217026956], [11.31732624177359, 44.45222948655316], [11.317311234885569, 44.45221074158857], [11.317299871272054, 44.45218782646391], [11.317295943925075, 44.45216067318867], [11.317305638724228, 44.452141408793516], [11.317328929322825, 44.452129367614205], [11.317360316262343, 44.45213008987382], [11.317413473888024, 44.45215214757433], [11.317468973387198, 44.4521857441108], [11.317521230765507, 44.45220918843818], [11.317584825277054, 44.45223105218337], [11.317670124019566, 44.4522490632459], [11.31781360907724, 44.452272005660994], [11.317913054246146, 44.452287010518646], [11.318070795592536, 44.45231035634566], [11.318156564468959, 44.452316104899886], [11.318219270643779, 44.452315515732124], [11.31828544581113, 44.452306672679704], [11.318333399062828, 44.452293446248724], [11.31844042643442, 44.4522599524707], [11.31861415260423, 44.452206720518156], [11.318854065793808, 44.452120832685715], [11.318991873013786, 44.45207242596703], [11.319135287728205, 44.452021852561586], [11.319264865309187, 44.451981778096986], [11.319368127246339, 44.45194971034397], [11.319529788999878, 44.45190353711189], [11.31962308049976, 44.45187011425612], [11.319798935001868, 44.451870357967536], [11.320008436331758, 44.451867774983434], [11.320155041747341, 44.45186478644375], [11.32032251592044, 44.45185970805791], [11.320418066181785, 44.45186110587995], [11.320616585553529, 44.451875408895646], [11.320718787858793, 44.45186832579079], [11.320840261260251, 44.451819150566365], [11.32089153912828, 44.45176139141241], [11.320987993833123, 44.45155091115244], [11.321091640626559, 44.45134528104054], [11.321153434967394, 44.451200558459355], [11.321180504127225, 44.451119929539225], [11.3212026561307, 44.45085591769208], [11.321188496696763, 44.450557605869015], [11.321175316573704, 44.45034267462723], [11.321222046457315, 44.4501115178025], [11.321294874793523, 44.45000994550787], [11.32132121827677, 44.449969375066374], [11.321390443956382, 44.44989455980959], [11.321408790569594, 44.449887515769596], [11.321429724554315, 44.44988709007241], [11.32166280780111, 44.44995075211822], [11.321886717708363, 44.45001792224277], [11.322166793897278, 44.45010631199034], [11.32226138122455, 44.45013421364185], [11.322303920071118, 44.450137282438995], [11.322356165922034, 44.45012778411173], [11.322400863446989, 44.45010605168218], [11.322448064057326, 44.45006852268436], [11.322470696004153, 44.450044988471255], [11.322486714786939, 44.45001315331673], [11.322526142321426, 44.44989813460515], [11.32255551750778, 44.4498069433387], [11.32257781299254, 44.449715337938905], [11.322596022306133, 44.44961989051521], [11.3226062377523, 44.44954090952048], [11.322618302965308, 44.44946864287396], [11.322636010602574, 44.449420451536795], [11.32266696838037, 44.44936918178215], [11.32271229897407, 44.44932381340334], [11.322754801818748, 44.449286370855525], [11.322806011388524, 44.449250443630646], [11.322859859198063, 44.449221781852], [11.322933845344078, 44.44918594927705], [11.32302287153036, 44.44915319559628], [11.323119758378276, 44.449120272878126], [11.323259836252058, 44.44906790763203], [11.323337296036279, 44.44904044858444], [11.323413441975664, 44.448999512253955], [11.323436720406708, 44.44895966089458]], ""type"": ""LineString""}";759208;DEL FORTE;Toponimo;324f66f58fef84205c4db1d64fb3e4e4
884;25100;VIA GIUSEPPE GALLETTI;13;Porto - Saragozza;VIA RODOLFO AUDINOT;VIA ALESSANDRO GUIDOTTI;4656;4663;1991-10-21;117.0;10;;10;;11;;19;;44.491819238183396, 11.326499608307174;"{""coordinates"": [[11.327211419217873, 44.4919578066829], [11.327096736253738, 44.49192953580052], [11.325786457779365, 44.491686881408135]], ""type"": ""LineString""}";759774;GIUSEPPE GALLETTI;Male;ae02d66279bab98d5ebdb16d44b48ca1
3602;11730;VIA DEI CALIGARI;12;Navile;VIA DELLA COOPERAZIONE;VIA DEI VESTIARI;10734;16022;1991-10-21;136.0;2;;6;C;1;;7;;44.532983853668675, 11.345469357129732;"{""coordinates"": [[11.344627781333527, 44.53301462061465], [11.344989175996917, 44.53304761851259], [11.345201412982163, 44.533054538552335], [11.345404288248178, 44.53301888851365], [11.34630611186506, 44.5328564592089]], ""type"": ""LineString""}";759150;DEI CALIGARI;Toponimo;89044ff2d2ae72e3d5fde8d1816c4392
6202;50050;VIA LUIGI RICCOBONI;14;San Donato - San Vitale;VIA LUIGI RICCOBONI;VIA CARLOTTA MARCHIONNI;6608;13941;1997-05-21;68.0;16;;18;;13;;13;;44.497602513097185, 11.370891408829673;"{""coordinates"": [[11.370703433279342, 44.49732765247542], [11.371079384380003, 44.49787737371895]], ""type"": ""LineString""}";759935;LUIGI RICCOBONI;Male;4c2fc6d48f420401ecdbd1b4d1c9325c
8812;44250;VIA AMEDEO PARMEGGIANI;13;Porto - Saragozza;VIA CAMILLO CASARINI;VIALE PIETRO PIETRAMELLARA;16719;10164;2000-01-12;161.0;2;;8;G;1;;7;E;44.50344768917344, 11.333520548330188;"{""coordinates"": [[11.334502931559939, 44.50327950153907], [11.33253816510044, 44.50361587680781]], ""type"": ""LineString""}";758795;AMEDEO PARMEGGIANI;Male;7494a53cfd970fa4f4a4ce830f865018
850;61500;VICOLO VIAZZOLO;15;Santo Stefano;VIA CASTIGLIONE;VIA DEGLI ANGELI;6009;5997;1991-10-21;83.0;2;;4;;1;;11;;44.48592786665953, 11.348763965870369;"{""coordinates"": [[11.348268482031347, 44.48604348305756], [11.348973474392725, 44.48587923826617], [11.349259250118457, 44.48581140156875]], ""type"": ""LineString""}";760420;VIAZZOLO;Toponimo;95f67bded84aca7956c4c9b4d4b6c137
851;42500;VIA DELL'ORO;15;Santo Stefano;VIA CASTIGLIONE;VIA CHIUDARE;6007;6008;1991-10-21;151.0;2;;16;;1;;17;A;44.48628591497029, 11.347351961860916;"{""coordinates"": [[11.346427684152031, 44.48644525628322], [11.347410294123735, 44.48627559349028], [11.347699849156568, 44.48622255527285], [11.34785338894067, 44.486200978147835], [11.348276585159633, 44.48612880500867]], ""type"": ""LineString""}";759384;DELL'ORO;Toponimo;5cca213c398587d47278041fafe5c286
429;12230;VIA TOMMASO CAMPANELLA;16;Savena;VIA TOSCANA;VIA ALBERTO FRANCHETTI;5549;5555;1991-10-21;85.0;;;;;1;;3;;44.45571219045238, 11.368063172275424;"{""coordinates"": [[11.367636134124579, 44.45593945744152], [11.36849021042627, 44.455484923463246]], ""type"": ""LineString""}";760366;TOMMASO CAMPANELLA;Male;7d3c0126da989194e5f46d5d4202d3ed
626;9050;VIA ALESSANDRO BONCI;15;Santo Stefano;VIA ENRICO CARUSO;VIA ADELAIDE BORGHI MAMO;5793;5799;1991-10-21;137.0;2;;8;;1;;7;;44.47762819684794, 11.361467203765995;"{""coordinates"": [[11.361001132660453, 44.47711707925114], [11.361008618878323, 44.47718669460586], [11.361009381016688, 44.47720558431341], [11.361024037017387, 44.47723194690269], [11.361466046446955, 44.477630153891084], [11.361993526105884, 44.47810744305976]], ""type"": ""LineString""}";758753;ALESSANDRO BONCI;Male;b42e0d095e247befb4e2509780b771f6
3843;24760;VIA DELLA GABELLA;12;Navile;VIA DELL'ARCOVEGGIO;VIA DELLA GABELLA;11061;11065;1992-01-10;93.0;4;;6;;1;;9;;44.54348355021756, 11.35316450385444;"{""coordinates"": [[11.352718446799626, 44.54375442620674], [11.353610560909257, 44.543212674228386]], ""type"": ""LineString""}";759308;DELLA GABELLA;Toponimo;1c0f288d9b84c91c1305346f397df32f
148;52700;VIA ALFONSO SAMOGGIA;11;Borgo Panigale - Reno;VIA BATTINDARNO;PIAZZA CLODOVEO BONAZZI;4498;4511;1991-10-21;93.0;4;;8;;1;;1;;44.49648077365732, 11.294182618060768;"{""coordinates"": [[11.293631083798259, 44.4966195353986], [11.29365987675175, 44.49661220494548], [11.293826410179857, 44.496568914306536], [11.294734574186734, 44.49634367478334]], ""type"": ""LineString""}";758774;ALFONSO SAMOGGIA;Male;ad0c2507d04e1cb51955896ea767c5b5
151;19270;VIA ALCESTE DE AMBRIS;11;Borgo Panigale - Reno;VIA DELLA BARCA;VIA ALCESTE DE AMBRIS;4507;4509;1993-04-08;375.0;2;;26;;1;;27;;44.494383969237006, 11.290422505541818;"{""coordinates"": [[11.291448788832195, 44.495890146958246], [11.290705936894083, 44.49468721240953], [11.2904604088543, 44.49449034593182], [11.290318494070775, 44.49437210840472], [11.289423186580846, 44.49285815935175]], ""type"": ""LineString""}";758740;ALCESTE DE AMBRIS;Male;a545c98a12391ba910921544bff1f6fa
7138;57750;VIA BENVENUTO TISI;11;Borgo Panigale - Reno;VIA BENVENUTO TISI;VIA BENVENUTO TISI;14653;14654;1997-06-19;20.0;;;;;7;;9;;44.50231756406876, 11.301174802622466;"{""coordinates"": [[11.301292735315558, 44.50228101746451], [11.301056869929376, 44.502354110673004]], ""type"": ""LineString""}";758935;BENVENUTO TISI;Male;a14ac1b9f6174a3a68b7bbc05865096a
1491;36900;VIA ALBERTO MASSONE;15;Santo Stefano;VIA AUGUSTO MURRI;VIA ALBERTO MASSONE;6335;6340;1992-01-10;107.0;2;;18;;1;;23;;44.48288624521518, 11.359856572570147;"{""coordinates"": [[11.359448947751586, 44.482503586431086], [11.359659605628288, 44.48268789057683], [11.359862321143428, 44.482887563905386], [11.36025429014084, 44.48327947257867]], ""type"": ""LineString""}";758735;ALBERTO MASSONE;Male;0fb68e563191a0d003d4dfcfbe1f8f07
1199;44900;VIA DE' PEPOLI;15;Santo Stefano;VIA SANTO STEFANO;VIA CASTIGLIONE;6107;6125;1991-10-21;154.0;2;;10;B;1;;5;B;44.492024992572254, 11.347271112570475;"{""coordinates"": [[11.348072518556503, 44.49238566210469], [11.347981652751697, 44.49229553369168], [11.347586057121452, 44.492032133833476], [11.347430289879945, 44.49196036355725], [11.347205516458835, 44.491932558208035], [11.346774829537646, 44.491923182858564], [11.34638372806083, 44.491913001228454]], ""type"": ""LineString""}";759125;DE' PEPOLI;Toponimo;bab03238a8c5f4df4ff96e06e6e57456
5712;90120;RAMPA TANG.USCITA DUE S.LAZZ.-CASAL.;11;Borgo Panigale - Reno;TANGENZIALE SAN LAZZARO-CASALECCHIO;ROTONDA BENEDETTO CROCE;13479;8459;1996-03-08;319.0;;;;;;;;;44.51233385111586, 11.276993818387364;"{""coordinates"": [[11.278298659056487, 44.513443773811964], [11.2779558753337, 44.51316045274632], [11.276202511377733, 44.51163262630473], [11.276106000948255, 44.51155801077198], [11.276023598274673, 44.511502235338256], [11.275859663090563, 44.511413020323424], [11.275632752975367, 44.51130909889597]], ""type"": ""LineString""}";;TANG.USCITA DUE S.LAZZ.-CASAL.;Toponimo;192f6dea29f1c8f30adf1f083073ce51
513;30660;VIA ANTONIO LABRIOLA;16;Savena;VIA DELLA DIRETTISSIMA;VIA ANTONIO PACINOTTI;5688;5710;1991-10-21;88.0;2;;2;;1;;1;;44.46437099952712, 11.370319920284016;"{""coordinates"": [[11.369800221887479, 44.464482517769575], [11.369858720129496, 44.464484499280424], [11.369925232536112, 44.464481669029055], [11.369967365565536, 44.464475014624625], [11.370015481590423, 44.46446678656654], [11.370129220135581, 44.464434059280386], [11.370466278472136, 44.464331641811405], [11.370832193021004, 44.46421697465106]], ""type"": ""LineString""}";758845;ANTONIO LABRIOLA;Male;753c22fc3be55c18fbaf38c3206a1d90
517;17980;VIA ALESSANDRO CORTICELLI;16;Savena;VIA ARCANGELO CORELLI;VIA GIUSEPPE CESARE ABBA;5535;5704;1991-10-21;118.0;;;;;1;;17;;44.46270226263248, 11.376106181042811;"{""coordinates"": [[11.375462293832692, 44.46296528695586], [11.376202105056382, 44.462669358885265], [11.376450209830454, 44.462555604486006], [11.376746637589628, 44.46243106659577]], ""type"": ""LineString""}";758756;ALESSANDRO CORTICELLI;Male;bd92dbb6f52aac699924ca2a298db515
306;52070;VIA RINO RUSCELLO;13;Porto - Saragozza;VIA SARAGOZZA;VIA MARINO DALMONTE;4642;4548;1991-10-21;50.0;2;;2;;1;;3;;44.48962209329032, 11.319922253188999;"{""coordinates"": [[11.31982369945315, 44.489837939259196], [11.320020806924846, 44.48940624732145]], ""type"": ""LineString""}";760216;RINO RUSCELLO;Male;55d6569790f1120aa9b2b7267bf5a789
308;45150;VIA GIACOMO ANTONIO PERTI;13;Porto - Saragozza;VIA GIAMBATTISTA MARTINI;VIA FILIPPO TURATI;4658;4662;1991-10-21;55.0;;;;;25;;31;;44.491482640972976, 11.322144517129258;"{""coordinates"": [[11.321826437426306, 44.49157460446358], [11.32246259683221, 44.49139067748238]], ""type"": ""LineString""}";759653;GIACOMO ANTONIO PERTI;Male;61feb99554c313ede15ed23cbab48d4b
870;10050;VIA BRAINA;15;Santo Stefano;VIA RIALTO;VIA DE' COLTELLI;6002;6003;1991-10-21;145.0;2;;18;;1;;15;B;44.48797784499894, 11.349848712417081;"{""coordinates"": [[11.349140066021395, 44.488391161762486], [11.350557358812768, 44.48756452823539]], ""type"": ""LineString""}";759283;BRAINA;Toponimo;b89391c409773c400a338fbb5745902d
872;49600;VIA REMORSELLA;15;Santo Stefano;VIA SAN PETRONIO VECCHIO;VIA SANTO STEFANO;5999;5998;1991-10-21;191.0;2;;26;;1;;21;A;44.48863271594431, 11.353073274479428;"{""coordinates"": [[11.353810220128068, 44.489328889767926], [11.353355526738907, 44.48886460221804], [11.353045427984988, 44.48855657921723], [11.352843518468108, 44.488373748175256], [11.352261050675455, 44.488032598394234]], ""type"": ""LineString""}";760202;REMORSELLA;Toponimo;ae16a3103f758223f913c294a1dbbe8c
837;2200;VIA DEGLI ANGELI;15;Santo Stefano;VICOLO VIAZZOLO;VIALE GIOVANNI GOZZADINI;5997;16770;1991-10-21;54.0;32;;34;;35;;35;C;44.48558595612633, 11.349133595651876;"{""coordinates"": [[11.349259250118457, 44.48581140156875], [11.349007941185295, 44.48536051068391]], ""type"": ""LineString""}";759137;DEGLI ANGELI;Toponimo;68124fc4e876bc0f9af76851e8ba85ab
5102;35300;VIA LUCA MARENZIO;16;Savena;VIA TOSCANA;VIA TOSCANA;5557;13124;1992-01-10;150.0;2;;8;;1;;5;;44.45602444364996, 11.369516905414374;"{""coordinates"": [[11.368899917666514, 44.45593738386883], [11.36915233362604, 44.455829560541254], [11.369252986391357, 44.455790056620714], [11.369347618915532, 44.45576237198434], [11.369427213656873, 44.455757866084944], [11.369491564356942, 44.45577081756125], [11.369556607708537, 44.45580088663242], [11.369586707905665, 44.45585454769672], [11.369642684025752, 44.45595624981989], [11.369939143961831, 44.456578677193285]], ""type"": ""LineString""}";759907;LUCA MARENZIO;Male;2ddb25202c1481ce031caf98c2d8998b
4443;2850;VIA DELL'ARCOBALENO;14;San Donato - San Vitale;VIA POMPEO VIZZANI;VIA DELL'ARCOBALENO;6591;6592;1993-06-21;145.0;;;;;1;;17;;44.48839552308232, 11.374646375433858;"{""coordinates"": [[11.374405770862609, 44.48902503379102], [11.374439600492755, 44.488903254312945], [11.374628077341594, 44.48842511337733], [11.374907607870425, 44.487773632477484]], ""type"": ""LineString""}";759341;DELL'ARCOBALENO;Toponimo;16dd150cee588138c3d595b177dba082
4742;11950;VIA ALFREDO CALZOLARI;12;Navile;VIA VITTORIO ALFIERI;VIA DI SALICETO;10679;10678;1991-10-21;301.0;18;;36;A;21;;51;F;44.519534380954994, 11.352391284943378;"{""coordinates"": [[11.35064434734954, 44.52006092105578], [11.354138222537218, 44.519007840854215]], ""type"": ""LineString""}";758778;ALFREDO CALZOLARI;Male;0016fbb4d66170617032e182fb60ce9a
