CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada;NOME_PULITO;GENERE;PERSONA_ID
12114;99999;NOME VIA DA ISTITUIRE;11;Borgo Panigale - Reno;;;18135;18083;2023-12-05;24.0;;;;;;;;;44.522325618870674, 11.260915054548827;"{""coordinates"": [[11.260773932917871, 44.52231207140413], [11.260819477145965, 44.52230632605491], [11.260870051133686, 44.52230698992194], [11.260920893416122, 44.522315237608304], [11.260973017028881, 44.52233285856347], [11.261015163885768, 44.52235638471847], [11.261045614238624, 44.52237974641302]], ""type"": ""LineString""}";;NOME VIA DA ISTITUIRE;Male;e6c607d1881b12cb2ddc507b79f2d0a7
11770;17400;VIA CRISTOFORO COLOMBO;12;Navile;VIA CRISTOFORO COLOMBO;VIA CRISTOFORO COLOMBO;17102;17975;2004-08-26;50.0;;;;;;;;;44.52975016867537, 11.333760903627939;"{""coordinates"": [[11.333881462049764, 44.52954668011988], [11.333856384697668, 44.52968917187699], [11.33378968483214, 44.52979756672985], [11.33364575082073, 44.52983985039681], [11.333543618679693, 44.52984985149717]], ""type"": ""LineString""}";759085;CRISTOFORO COLOMBO;Male;dcd750b6487eb4692f89e8b6c590d8a4
11758;50735;PIAZZETTA GIANNI RODARI;14;San Donato - San Vitale;;;10566;17967;2021-06-16;32.0;;;;;;;;;44.50530880664411, 11.371995059096594;"{""coordinates"": [[11.372027710479864, 44.50545205220495], [11.371962407713323, 44.50516556108327]], ""type"": ""LineString""}";1325185;PIAZZETTA GIANNI RODARI;Male;de17139d66aba0be7a3ff77763b54955
11807;41450;VIA NORMANDIA;11;Borgo Panigale - Reno;VIA NORMANDIA;VIA NORMANDIA;17996;17997;2022-03-02;57.0;2;;10;;;;;;44.52199792963823, 11.263402918303814;"{""coordinates"": [[11.26374216256134, 44.52195281619629], [11.26314197049726, 44.52202536675499], [11.263099716552565, 44.52209785577892]], ""type"": ""LineString""}";760058;NORMANDIA;Toponimo;60b27db2af50dc7198479ac6ba3c4890
11815;52250;VIA DI SABBIUNO;15;Santo Stefano;VIA DI SABBIUNO;VIA DI SABBIUNO;18002;18001;2022-05-13;37.0;12;2;14;;;;;;44.430106603016355, 11.318514362992326;"{""coordinates"": [[11.318501876505117, 44.42995321460363], [11.318562136845152, 44.43008292560879], [11.318462436019443, 44.43021074482721], [11.318475591035725, 44.43025713851195]], ""type"": ""LineString""}";759427;DI SABBIUNO;Toponimo;de09e2ff28a5a7ed8f5ebc4be1c3d000
11878;44685;PIAZZETTA CARLO PELAGALLI;12;Navile;;;10774;18031;2022-11-21;27.0;;;;;;;;;44.51717806304828, 11.355369140526236;"{""coordinates"": [[11.355222115563617, 44.51712081111429], [11.355516165488854, 44.51723531498226]], ""type"": ""LineString""}";1331806;PIAZZETTA CARLO PELAGALLI;Male;8c38dc821d94b74e0fb5c015ed757288
11300;10700;VIA BRUNO BUOZZI;11;Borgo Panigale - Reno;VIA LEV TOLSTOJ;"ROTONDA DOMENICO MARACINO DETTO ""DODI""";4451;17756;1991-10-21;85.0;2;;8;;;;;;44.49617764425352, 11.288317306891416;"{""coordinates"": [[11.288841398688477, 44.496109534038936], [11.288764252495698, 44.496127708577085], [11.288556475501036, 44.49616012430401], [11.28788325085098, 44.49621955001196], [11.287790425610225, 44.4962115164975]], ""type"": ""LineString""}";758960;BRUNO BUOZZI;Male;3e1d36d08e24e3dcb06106d424a4c51b
11502;57180;VIA UMBERTO TERRACINI;12;Navile;VIA UMBERTO TERRACINI;VIA UMBERTO TERRACINI;17841;17840;2019-10-03;209.0;;;;;;;;;44.5165207912467, 11.319892569798933;"{""coordinates"": [[11.32094000118894, 44.516030506754326], [11.320730131723044, 44.51605971065286], [11.320492596283604, 44.51612446950143], [11.32026200205692, 44.5162230444201], [11.320003174978273, 44.51638412126354], [11.319583389605318, 44.5167102622443], [11.319317861241911, 44.51691341660822], [11.319081027366897, 44.51706605022643], [11.318910310524334, 44.51716185751294]], ""type"": ""LineString""}";760396;UMBERTO TERRACINI;Male;c58adcd2609ea70e9daa2b2dd9d3d447
11524;63330;VIA FRANK ZAPPA;12;Navile;;;17849;17850;2019-10-25;99.0;4;;6;;;;;;44.5147048535422, 11.317009353958737;"{""coordinates"": [[11.316885034120169, 44.51426838951944], [11.3171336737973, 44.51514131756497]], ""type"": ""LineString""}";1206873;FRANK ZAPPA;Male;9ee6c0145d046ccd7429cb3f1d0e152b
11547;18900;VIA DALLA VOLTA;12;Navile;VIA DALLA VOLTA;VIA DALLA VOLTA;17863;17864;2020-05-08;23.0;;;;;;;;;44.51382125806961, 11.31058660841191;"{""coordinates"": [[11.310710826518921, 44.51377188994718], [11.310462390304897, 44.51387062619205]], ""type"": ""LineString""}";759093;DALLA VOLTA;Male;89065ad657febdcec681a4f08bbdb369
11782;57280;VIA FILIPPO TERZI;12;Navile;VIA FILIPPO TERZI;VIA FILIPPO TERZI;17983;17984;2021-10-27;53.0;;;;;;;;;44.52921290660259, 11.362301210428244;"{""coordinates"": [[11.362615455421293, 44.529130962180986], [11.361986965435195, 44.52929485102419]], ""type"": ""LineString""}";759554;FILIPPO TERZI;Male;d546777d6a8e7fbdc9c8877ee62626d6
11852;47550;VIA DEL PORTO;13;Porto - Saragozza;VIA FRATELLI ROSSELLI;VIA DEL PORTO;10186;18020;2022-08-31;56.0;50;;52;B;21;;21;;44.502233177056326, 11.33707482634547;"{""coordinates"": [[11.337405555382635, 44.502152011985636], [11.337243780140614, 44.50217765976463], [11.336748180860889, 44.502331829055166]], ""type"": ""LineString""}";759252;DEL PORTO;Toponimo;42c5524078ea2d03251a91d9d794e580
11615;54250;VIA DELLA SELVA PESCAROLA;12;Navile;;;14274;17897;1997-06-10;57.0;44;2;52;;;;;;44.52772016058387, 11.320026999317347;"{""coordinates"": [[11.319893856371001, 44.52747403766509], [11.319927753919197, 44.527564841621796], [11.319972201462761, 44.52766746755699], [11.320003627016058, 44.52773784994435], [11.320043583539157, 44.52781167796184], [11.320071531725725, 44.52783759542239], [11.320157271388346, 44.52786451689692], [11.320239684139091, 44.527869143611866]], ""type"": ""LineString""}";759330;DELLA SELVA PESCAROLA;Toponimo;923da52c193844306ebcd1ee07441bae
11136;21980;VIA FRANCESCO FANTONI;14;San Donato - San Vitale;VIA SANTA CATERINA DI QUARTO;VIA CROCIONE;10967;10968;2009-11-17;696.0;;;;;11;;47;;44.51574147776961, 11.41480233711892;"{""coordinates"": [[11.41348890282405, 44.51283846335859], [11.413395389564819, 44.51301469390039], [11.41334701497532, 44.513123198117555], [11.413323737500503, 44.51323315227564], [11.413324736426185, 44.51332467810269], [11.413345687662519, 44.51342772848192], [11.413368008676033, 44.51349691830808], [11.413398347971615, 44.51355797134457], [11.41369925458224, 44.51404119472693], [11.41405886411944, 44.51459881524405], [11.414255347814246, 44.514911099377585], [11.414573266357106, 44.51541439632762], [11.414633527458614, 44.515514103201404], [11.414976062308435, 44.5160621250621], [11.415326691703767, 44.51660399687778], [11.415565057109138, 44.5169870437159], [11.416121549002746, 44.51786488866419], [11.4164843136185, 44.51843039265408], [11.416584614755308, 44.51857774751196]], ""type"": ""LineString""}";759579;FRANCESCO FANTONI;Male;a5f8783ae8bfd65520dc079cd4da53e5
11051;54470;VIA DEI SETTE LEONCINI;16;Savena;VIA DEI SETTE LEONCINI;VIA DEI SETTE LEONCINI;13052;17649;1991-10-21;63.0;6;;14;;5;;9;;44.460169167975195, 11.371309817945333;"{""coordinates"": [[11.37091912860592, 44.460205526601435], [11.370938660097226, 44.4602035994978], [11.37140413243893, 44.46016225962953], [11.371700039293062, 44.46012823103433]], ""type"": ""LineString""}";759169;DEI SETTE LEONCINI;Toponimo;00eb20df9d59ed232fcf5a1b6062fa94
11097;30850;VIA LARGA;14;San Donato - San Vitale;VIA LARGA;ROTONDA ELENA LUCREZIA CORNER PISCOPIA;16097;17321;2015-09-29;57.0;;;;;;;;;44.498156324387374, 11.39383690264828;"{""coordinates"": [[11.394123319232056, 44.49830356516468], [11.393941390990255, 44.498157460810354], [11.393863192806005, 44.4981264664081], [11.393785579078664, 44.498109746780116], [11.39369983626527, 44.498103388476935], [11.393516456647388, 44.4981135355364]], ""type"": ""LineString""}";759859;LARGA;Toponimo;9b175c7473ac2d3f6aba3b07fba603d8
5538;90190;RAMPA TANG.USCITA OTTO CASAL.-S.LAZZ.;14;San Donato - San Vitale;TANGENZIALE CASALECCHIO-SAN LAZZARO;RAMPA TANG.USCITA OTTO CASAL.-S.LAZZ.;13400;13403;1996-02-15;211.0;;;;;;;;;44.51554430438629, 11.375300448816224;"{""coordinates"": [[11.375127028249189, 44.51648498989027], [11.375217323287874, 44.51627459398411], [11.375278415965631, 44.51610045576161], [11.3753038069037, 44.5159945885527], [11.375313868406161, 44.51591678618808], [11.375318891733594, 44.51583328201284], [11.37530574469563, 44.51513155450023], [11.375294239268257, 44.51497849842695], [11.375307966508643, 44.514860873498016], [11.375329788001583, 44.514809284916964], [11.375513044672225, 44.51465824366827]], ""type"": ""LineString""}";;TANG.USCITA OTTO CASAL.-S.LAZZ.;Toponimo;a324ed5ce98bfb3c876e06724fc76ae3
11981;4000;VIA AZZURRA;14;San Donato - San Vitale;ROTONDA LEA COLLIVA;VIA POMPEO VIZZANI;6586;18082;1991-10-21;94.0;26;;36;D;29;;31;;44.48974743462474, 11.373589517173357;"{""coordinates"": [[11.373526853371116, 44.48932529123357], [11.37364516992621, 44.49012262989765], [11.37365291859137, 44.490169462275745]], ""type"": ""LineString""}";758897;AZZURRA;Toponimo;8c2227d45d195c12241806f8b614fe82
11477;600;VIA SANT'AGNESE;11;Borgo Panigale - Reno;NOME VIA DA ISTITUIRE;VIA COMMENDA;8582;17449;2008-07-08;211.0;10;;10;;;;;;44.53396701258893, 11.271497038936474;"{""coordinates"": [[11.270422916895702, 44.53452136691226], [11.270638904125079, 44.53441505418703], [11.270902257634013, 44.534284923346995], [11.271213515830507, 44.53413124242972], [11.271485299856732, 44.53398170407896], [11.27163906079718, 44.53389812569265], [11.271952677968503, 44.533723978047504], [11.272530357787275, 44.533406140988276], [11.272559196719525, 44.5333897584165]], ""type"": ""LineString""}";760298;SANT'AGNESE;Female;43d95865b6ae1996058909d4f91d07e4
11518;33090;ROTONDA PRINCIPESSA MAFALDA DI SAVOIA;16;Savena;VIA DEL DAZIO;VIALE JOSEMARIA ESCRIVA';16943;17848;2002-05-02;100.0;;;;;;;;;44.45950874788842, 11.375112133644423;"{""coordinates"": [[11.375444349340126, 44.4597964396252], [11.37545182333254, 44.45976811488062], [11.375456115138823, 44.459744699767185], [11.375457166598672, 44.45970647974419], [11.37544570580703, 44.45965450300164], [11.375430356420848, 44.45961666927771], [11.375410350618484, 44.45958303764376], [11.375383501544093, 44.45954927832632], [11.37534163347123, 44.459510925090534], [11.375303301825237, 44.45948475983095], [11.375263627490869, 44.459462988770284], [11.37522182134689, 44.45944506116106], [11.375176687724757, 44.45942939040884], [11.375119907068418, 44.45941695084271], [11.375060306175369, 44.45941028659337], [11.375017266219528, 44.45940873334933], [11.374970165464887, 44.45941026244857], [11.374930785907214, 44.459414349685346], [11.374892613672216, 44.459420311345276], [11.374848263661296, 44.45943294642394], [11.374813717709053, 44.459444018129545], [11.374783831667852, 44.459457171518785], [11.374753954942113, 44.45947086486399], [11.374729070769414, 44.459485543659945], [11.374703520048016, 44.45950269403348], [11.374674086300383, 44.45952700124192], [11.374654292628012, 44.45954539124059], [11.374636485319334, 44.459565648472214]], ""type"": ""LineString""}";760184;PRINCIPESSA MAFALDA DI SAVOIA;Female;b22519af85dfd69f714835944ef6f2bb
11601;30270;VIA DELFINO INSOLERA;12;Navile;;;17571;17455;2014-12-18;268.0;;;;;5;;5;;44.50983088251827, 11.338479380065554;"{""coordinates"": [[11.338531170787746, 44.511011496178476], [11.338181146524187, 44.50965713641887], [11.338174978908699, 44.50962120747597], [11.338187411569056, 44.50957756045586], [11.338239240822197, 44.50948783256604], [11.338297152177518, 44.5093875550961], [11.338339885932761, 44.50931356990197], [11.33837273353632, 44.509278327187715], [11.338403579588366, 44.50926255300166], [11.338452427038158, 44.50924830958737], [11.339216450191914, 44.50913276337667]], ""type"": ""LineString""}";760575;DELFINO INSOLERA;Male;0ab610ad33d55330f5365167f5db0b8b
4705;27910;VIA CESARE GNUDI;14;San Donato - San Vitale;VIA DONATO CRETI;VIALE DELLA REPUBBLICA;10594;10595;1991-10-21;181.0;2;;2;;1;;5;D;44.50942819016312, 11.357480057575499;"{""coordinates"": [[11.356414432414091, 44.509709047567284], [11.356836872684068, 44.50959734613722], [11.357606084920233, 44.50940818970445], [11.358030299465444, 44.5092947367197], [11.358273472221166, 44.50919586153796], [11.358386343547398, 44.509153999411765], [11.35853535832925, 44.50911523450143]], ""type"": ""LineString""}";759048;CESARE GNUDI;Male;d927049163d66929cfcce3ac97870c59
5125;11130;VIA CADUTI DI CASTELDEBOLE;11;Borgo Panigale - Reno;VIALE GAETANO SALVEMINI;VIA CASTELDEBOLE;13139;4322;1991-10-21;736.0;92;;122;C;;;;;44.495475829180705, 11.274631613830213;"{""coordinates"": [[11.275581235867628, 44.49235130801899], [11.275549176610383, 44.492396239842805], [11.275482643581906, 44.49247867943686], [11.275070796652164, 44.49298289493643], [11.274924937327071, 44.49315425825396], [11.27485864505335, 44.49324293147598], [11.27481487186316, 44.49334986331347], [11.274792368521878, 44.49344390270206], [11.274601167531298, 44.495138516525124], [11.274394483396687, 44.49710795404118], [11.274302985418604, 44.49789278609154], [11.274271194412636, 44.49819601442696], [11.274254156105043, 44.498430313110624], [11.274246919397836, 44.4986925045874], [11.274245777916393, 44.49881645693906]], ""type"": ""LineString""}";758973;CADUTI DI CASTELDEBOLE;Toponimo;b473c04fb4d122ca1f52fdcfa394678d
5994;28750;VIA DELLA GRAZIA;12;Navile;VIA AMERIGO VESPUCCI;VIA DELLA GRAZIA;13767;16133;1997-05-12;80.0;10;;12;;;;;;44.51756605220151, 11.326906805037215;"{""coordinates"": [[11.326571034689573, 44.51779606319718], [11.326931045123175, 44.51761492187771], [11.32697375843142, 44.517582578255286], [11.326997512482766, 44.51755472626529], [11.327147640880476, 44.51724239201121]], ""type"": ""LineString""}";759311;DELLA GRAZIA;Toponimo;72e6c4ba180b9e8f6af85f353686af90
5996;4800;VIA GIOVANNI FRANCESCO BARBIERI;12;Navile;VIA GIOVANNI FRANCESCO BARBIERI;VIA ALCESTE GIOVANNINI;10345;13769;1997-05-12;58.0;84;;88;;113;8;119;B;44.51689322495497, 11.339533254286106;"{""coordinates"": [[11.339167229977951, 44.51690763600214], [11.339899278594261, 44.51687881390781]], ""type"": ""LineString""}";759717;GIOVANNI FRANCESCO BARBIERI;Male;1fb4509b2918a2a9994927bd988f6fa2
11019;54590;PIAZZA MEMORIALE DELLA SHOAH;12;Navile;VIA DE' CARRACCI;PIAZZA MEMORIALE DELLA SHOAH;10310;17633;2015-02-05;68.0;;;;;;;;;44.50676707743498, 11.345706115641944;"{""coordinates"": [[11.346074426173558, 44.506922244011044], [11.34533780511033, 44.50661191085891]], ""type"": ""LineString""}";1129421;MEMORIALE DELLA SHOAH;Male;ce367a83823cbe9bc240bb43bd767ed7
6346;42600;VIA DEGLI ORTI;15;Santo Stefano;VIA DEGLI ORTI;VIA AUGUSTO ROMAGNOLI;5846;14048;1997-05-29;35.0;38;;38;E;25;;25;H;44.477329000711464, 11.370307182461392;"{""coordinates"": [[11.370498290651847, 44.4772513371768], [11.370116074270939, 44.477406664246125]], ""type"": ""LineString""}";759142;DEGLI ORTI;Toponimo;fb370e0850f449c86495cb6621e21490
3577;11850;VIA DIONISIO CALVART;12;Navile;VIA ANDREA DA FAENZA;VIA ARISTOTILE FIORAVANTI;10404;10419;1991-10-21;247.0;30;;58;A;25;;73;;44.51599662287513, 11.34389957560051;"{""coordinates"": [[11.345452565515908, 44.51594150978497], [11.344048730996693, 44.51598951172184], [11.342346706100827, 44.51605504871202]], ""type"": ""LineString""}";759435;DIONISIO CALVART;Male;c5fc75b6278bd37a69756860731654ca
3079;22950;VIA ANGELO FINELLI;15;Santo Stefano;VIA CAPO DI LUCCA;VIA DEL BORGO DI SAN PIETRO;15190;15187;1991-10-21;122.0;2;;8;F;1;;9;C;44.50177513283064, 11.349386234300729;"{""coordinates"": [[11.348682923937503, 44.50198149568469], [11.348703614380568, 44.501955133564074], [11.34907642268137, 44.50185146795787], [11.349442511232084, 44.50176092114699], [11.350102124489714, 44.50159036550289]], ""type"": ""LineString""}";758809;ANGELO FINELLI;Male;2b8248f2ab798b38a8f76fc408698afc
3080;35700;VIA PIERO MARONCELLI;15;Santo Stefano;PIAZZA DELL'OTTO AGOSTO;VIA ANTONIO ALESSANDRINI;15164;10260;1991-10-21;91.0;2;;8;A;1;;1;A;44.50025856269412, 11.346574228624297;"{""coordinates"": [[11.34712015519935, 44.500128193381656], [11.34659396727966, 44.500255972668924], [11.346027388032445, 44.50038504777346]], ""type"": ""LineString""}";760155;PIERO MARONCELLI;Male;7a5bd8be3c6268f9cc709fde883c5279
3084;9450;VIA DEL BORGO DI SAN PIETRO;15;Santo Stefano;VIA FRANCESCO TODARO;VIA ANGELO FINELLI;15187;15183;1991-10-21;99.0;88;;90;L;83;;99;Q;44.50118960474829, 11.349824298951408;"{""coordinates"": [[11.350102124489714, 44.50159036550289], [11.3495464734131, 44.50078884399369]], ""type"": ""LineString""}";759185;DEL BORGO DI SAN PIETRO;Toponimo;10e3f91ea52e78e290ca68ac1c7a3c4b
11604;9920;ROTONDA PIERO BOTTONI;12;Navile;;;17772;17892;2018-04-27;62.0;;;;;;;;;44.50950662072147, 11.337922465614223;"{""coordinates"": [[11.338023973916366, 44.50929511257662], [11.33805863779275, 44.509337984023965], [11.3380753801939, 44.50938195173584], [11.338080247839917, 44.50944168308648], [11.338061843228775, 44.509492978556814], [11.338002947347757, 44.50954349188501], [11.337935310622413, 44.509574891704204], [11.337843907662085, 44.50958676551319], [11.337746898951822, 44.50958304457317], [11.33763990888805, 44.50952950069521]], ""type"": ""LineString""}";1330253;PIERO BOTTONI;Male;1deb113b543e87d43fbdc494132a39d6
11558;13730;VIA DEL CARROZZAIO;14;San Donato - San Vitale;VIA DEL CARROZZAIO;VIA DEL CARROZZAIO;17870;17869;2020-05-19;55.0;;;;;15;;15;A;44.49772200655225, 11.39817239241427;"{""coordinates"": [[11.39832618757931, 44.497941616194694], [11.398018597249234, 44.49750239690981]], ""type"": ""LineString""}";759193;DEL CARROZZAIO;Toponimo;ad43dfed3afa7bae87e9583aac394aec
11020;34050;VIA MALVEZZA;16;Savena;VIA MALVEZZA;ROTONDA DISPERSI DEL NAUFRAGIO DEL PIROSCAFO ORIA;15756;17634;1991-10-21;653.0;2;;6;;;;;;44.48252048614272, 11.39864905099073;"{""coordinates"": [[11.394970359309577, 44.48382350770934], [11.395224681657387, 44.48364873379202], [11.39552491021824, 44.483521762992474], [11.396089970551873, 44.48333889927464], [11.397107834517758, 44.4830136647938], [11.39824227348024, 44.4826504658899], [11.398907239928889, 44.482433917101496], [11.39952320443078, 44.48223196139911], [11.400247192805734, 44.48201062608226], [11.40089090218115, 44.48179337835768], [11.401404201637117, 44.48162963613831], [11.402372146268648, 44.48131140950181]], ""type"": ""LineString""}";759957;MALVEZZA;Toponimo;18ae5cbac3f2a2770a927a864ee46956
11054;33490;PIAZZETTA ANNA MAGNANI;13;Porto - Saragozza;VIA AZZO GARDINO;PIAZZETTA ANNA MAGNANI;10197;17651;2015-05-09;38.0;;;;;;;;;44.50190369540247, 11.334720872181734;"{""coordinates"": [[11.33494305939588, 44.501970663095335], [11.334498684967587, 44.5018367277096]], ""type"": ""LineString""}";1094669;PIAZZETTA ANNA MAGNANI;Female;b67f341a8a8b6ad2ad1f14a14651942d
8839;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIALE PIETRO PIETRAMELLARA;VIA CESARE BOLDRINI;16717;16730;2000-01-13;52.0;;;;;11;;11;G;44.50491341096405, 11.338103223207458;"{""coordinates"": [[11.33837075030039, 44.50504468500239], [11.337835696114526, 44.504782136925705]], ""type"": ""LineString""}";760161;PIETRO PIETRAMELLARA;Male;d01e09693bb17185c94a99cf20968548
12131;10650;VIA MICHELANGELO BUONARROTI;11;Borgo Panigale - Reno;PASSAGGIO CLARICE VASINI;VIA WOLFGANG AMADEUS MOZART;15749;18144;1997-06-24;59.0;16;;26;;;;;;44.49618141466051, 11.282484983586052;"{""coordinates"": [[11.282372737482879, 44.49593035758528], [11.282597229689227, 44.49643247173575]], ""type"": ""LineString""}";760012;MICHELANGELO BUONARROTI;Male;382940f764eab40b8cc9ac538395e697
12063;62155;ROTONDA VITTIME CIVILI DI GUERRA;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;10743;18112;1997-05-06;24.0;184;9;184;9;;;;;44.532442440018706, 11.353971309387074;"{""coordinates"": [[11.353948118517843, 44.532541393455844], [11.353934509936693, 44.53252194953227], [11.353924751657589, 44.53249467502841], [11.35393206364622, 44.532452509424346], [11.353952974004917, 44.532425475740055], [11.35398479158169, 44.532404572915844], [11.354024230303908, 44.532391957295836], [11.354069804692326, 44.532389180934445]], ""type"": ""LineString""}";1341454;VITTIME CIVILI DI GUERRA;Toponimo;0a25d729be93ab5bc1788592380d71de
11358;33095;ROTONDA LUIGI AMEDEO DI SAVOIA-AOSTA DUCA DEGLI ABRUZZI;12;Navile;VIA FRANCESCO ZANARDI;VIA DI BERTALIA;17779;17780;2018-10-01;17.0;;;;;;;;;44.52111921534249, 11.321690447130123;"{""coordinates"": [[11.321747543574029, 44.52117797779026], [11.321731682145135, 44.52117021610075], [11.321712963622598, 44.52115768715046], [11.321697266917033, 44.52114362031973], [11.321683901638698, 44.52112774156945], [11.321674693123256, 44.521113236689956], [11.321666768571665, 44.52109304309119], [11.321663930168283, 44.521064994852196], [11.321667639516763, 44.52104212494974]], ""type"": ""LineString""}";1328067;LUIGI AMEDEO DI SAVOIA-AOSTA DUCA DEGLI ABRUZZI;Male;04537c7bbe18f59cd5cac37e3d9d2097
3821;12340;VIA DELLA CANAPA;14;San Donato - San Vitale;VIA DEGLI OLMI;VIA QUARTO DI SOPRA;11010;11007;1991-10-21;296.0;16;;30;;;;;;44.522648906526044, 11.41024322712825;"{""coordinates"": [[11.411212623321298, 44.52378910114964], [11.410766698192669, 44.523255072542725], [11.410424843355013, 44.5228572586268], [11.409539957931374, 44.52183145724396], [11.409268776219363, 44.52151299074045]], ""type"": ""LineString""}";759286;DELLA CANAPA;Toponimo;7aa131501640c1758cae0a7192dce9e0
9113;32180;VIALE ABRAHAM LINCOLN;16;Savena;VIALE ABRAHAM LINCOLN;VIALE ABRAHAM LINCOLN;16924;16925;2001-06-26;158.0;;;;;7;;7;;44.48161501146119, 11.391115045688474;"{""coordinates"": [[11.390241128799673, 44.48195349453374], [11.391988962577276, 44.481276528388626]], ""type"": ""LineString""}";758704;ABRAHAM LINCOLN;Male;0054e505b93e60c5240bb1e1b57cbbe7
